ID,N_VICTIMAS,LUGAR_DEL_HECHO,COMUNA,TIPO_DE_CALLE,LONGITUD,LATITUD,VICTIMA,ACUSADO,FATAL,FECHA_Y_HORA
16518,1,BRASIL y PIEDRAS,1,CALLE,-58.37622839626,-34.626268172968,SD,SD,False,
16519,2,"FINOCHIETTO ENRIQUE DR. y CARRILLO, RAMON, DR.",4,CALLE,-58.383136032611,-34.633562842233,SD,SD,False,
16520,1,SAN JUAN AV. y SOLIS,1,AVENIDA,-58.389890774287,-34.622634513855,SD,SD,False,
16521,1,JURAMENTO 4367,12,CALLE,-58.475821145318,-34.573116569033,SD,SD,True,
16522,1,SD,8,AVENIDA,-58.486725,-34.684785,SD,SD,False,2020-10-14 16:45:00
16523,2,DIRECTORIO AV. y THOMPSON,6,AVENIDA,-58.438593987158,-34.628717408277,SD,SD,False,
16524,1,"REGIMIENTO DE PATRICIOS AV. y VALLE, ARISTOBULO DEL",4,AVENIDA,-58.369954622855,-34.635562992255,PEATON,SD,False,
16525,1,"ALBERDI, JUAN BAUTISTA AV. 874",6,AVENIDA,-58.440478440473,-34.623117082736,SD,SD,False,
16526,1,BRASIL 1201,1,CALLE,-58.382911458983,-34.627694894646,SD,SD,False,
16527,2,ECHEVERRIA 1865,13,CALLE,-58.451064041974,-34.559913505636,SD,SD,False,
16528,1,VEDIA 3400,12,CALLE,-58.485524709387,-34.544149890238,SD,SD,False,
16529,1,AVELLANEDA AV. y CARACAS,7,AVENIDA,-58.463276231221,-34.62373365721,SD,SD,False,
16530,1,ASAMBLEA AV. y DEL PROGRESO,7,AVENIDA,-58.436943623004,-34.634867548539,SD,SD,False,
16531,1,IRIGOYEN y TINOGASTA,10,CALLE,-58.525721098743,-34.621259066027,SD,SD,False,
16532,1,LOPE DE VEGA AV. 2791,11,AVENIDA,-58.521707150213,-34.61633249554,SD,SD,False,
16533,1,"DIAZ, CESAR, GRAL. 2470",11,CALLE,-58.473431376669,-34.611686486548,SD,SD,False,
16534,1,SAN MARTIN AV. 1446,6,AVENIDA,-58.449790071629,-34.606921016632,MOTO,AUTO,False,
16535,1,"IRIARTE, GRAL. AV. y ALCORTA, AMANCIO AV.",4,AVENIDA,-58.405229602237,-34.650263672468,SD,SD,False,
16536,2,ALBARIÃ‘O y ACASSUSO,10,CALLE,-58.50684568092,-34.642315788982,SD,SD,False,
16537,1,BARCO CENTENERA DEL 252,6,CALLE,-58.440676810982,-34.622440757715,SD,SD,True,
16538,1,SAN MARTIN AV. y CONDARCO,SD,AVENIDA,-58.409849194914,-34.6176924794475,MOTO,AUTO,False,2020-10-14 18:53:00
16539,1,BELGRANO AV. y TACUARI,1,AVENIDA,-58.379021578846,-34.61294420118,SD,SD,False,
16540,1,MORON y HELGUERA,7,CALLE,-58.475361220118,-34.624923285923,SD,SD,True,
16541,1,"PERON, EVA AV. 1800",7,AVENIDA,-58.448334847209,-34.635718809282,SD,SD,False,
16542,1,FRENCH 2417,2,CALLE,-58.399311600598,-34.590578217648,SD,SD,False,
16543,2,CHORROARIN AV. y DE LOS CONSTITUYENTES AV.,15,AVENIDA,-58.476205561583,-34.592585067395,MOTO,OBJETO FIJO,False,
16544,1,"IRIGOYEN y GONZALEZ, ELPIDIO",10,CALLE,-58.513021380901,-34.631036772521,SD,SD,False,
16545,1,SAN JUAN BAUTISTA DE LA SALLE AV. y PRIMERA JUNTA,9,AVENIDA,-58.477899601732,-34.654415949948,SD,SD,False,
16546,1,PRIMERA JUNTA y SAN JUAN BAUTISTA DE LA SALLE AV.,9,AVENIDA,-58.477899601732,-34.654415949948,PEATON,AUTO,True,
16547,1,MONROE y VUELTA DE OBLIGADO,13,CALLE,-58.458920409673,-34.557695971702,SD,SD,False,
16548,1,DEL LIBERTADOR AV. y SARMIENTO AV.,14,AVENIDA,-58.41557610912,-34.575543082428,MOTO,AUTO,False,
16549,1,DE LOS INCAS AV. y BAUNESS,15,AVENIDA,-58.478922395789,-34.58475193755,PEATON,AUTO,True,
16550,1,TERRADA y SAN BLAS,11,CALLE,-58.480170489345,-34.610756551254,SD,SD,False,
16551,1,"CALLAO AV. y ALVEAR, MARCELO T. DE",2,AVENIDA,-58.393194670908,-34.597231392378,SD,SD,False,
16552,4,SD,SD,AVENIDA,-58.4087875882005,-34.5882615250285,SD,SD,True,2020-10-15 15:50:00
16553,2,SANTA FE AV. y FRAY JUSTO SANTAMARIA DE ORO,14,AVENIDA,-58.424380505493,-34.579291657679,SD,SD,True,
16554,1,"MORENO, JOSE MARIA AV. 1274",7,AVENIDA,-58.432586712021,-34.633439136421,SD,SD,False,
16555,1,RIOBAMBA y CORRIENTES AV.,3,CALLE,-58.393860835867,-34.604461882812,SD,SD,False,
16556,1,"LARRALDE, CRISOLOGO AV. y CIUDAD DE LA PAZ",SD,CALLE,-58.4554853772305,-34.6311750471725,PEATON,MOTO,False,2020-10-15 20:40:00
16557,1,MONTIEL y PIZARRO,9,CALLE,-58.517109918594,-34.657888211533,CAMION,CAMION,False,
16558,1,"JUSTO, JUAN B. AV. y ARGERICH",11,AVENIDA,-58.477069649658,-34.61918313855,SD,SD,False,
16559,1,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,AUTOPISTA,-58.444832589068,-34.671522262145,SD,SD,False,
16560,1,YERBAL 2782,7,CALLE,-58.468532062846,-34.629197745601,SD,SD,False,
16561,1,"PAZ, GRAL. AV. 15480",8,AUTOPISTA,-58.486326407392,-34.684698351864,SD,SD,False,
16562,1,BOEDO AV. y METAN,5,AVENIDA,-58.41619103284,-34.636091732736,SD,SD,False,
16563,1,SD,SD,CALLE,-58.39908165067099,-34.612395229426,MOTO,PEATON,False,2020-10-16 12:30:00
16564,1,DEL LIBERTADOR AV. y CERRITO,1,AVENIDA,-58.381972268502,-34.588698726116,SD,SD,False,
16565,1,CORDOBA AV. y BONPLAND,15,AVENIDA,-58.44139893925,-34.586780093119,PEATON,AUTO,False,
16566,1,BOGOTA y NAZCA AV.,7,AVENIDA,-58.471104246994,-34.627424083182,SD,SD,False,
16567,1,PASO y CORRIENTES AV.,3,AVENIDA,-58.403633628515,-34.604749874244,SD,SD,False,
16568,1,"SCALABRINI ORTIZ, RAUL AV. 1240",14,AVENIDA,-58.428873150178,-34.593283385814,SD,SD,False,
16569,1,"OLAVARRIETA, DIEGO DE 1504",9,CALLE,-58.518343277383,-34.65476614954,MOTO,AUTO,False,
16570,1,ALVAREZ THOMAS AV. 3195,12,AVENIDA,-58.483035213371,-34.57143291778,MOTO,PEATON,False,
16571,1,"MARTINEZ, ENRIQUE, GRAL. y PEREZ, GREGORIA",13,CALLE,-58.454788555525,-34.576605727443,SD,SD,False,
16572,2,ALVAREZ THOMAS AV. y FOREST AV.,15,AVENIDA,-58.46022550143,-34.578295384233,SD,SD,False,
16573,1,"MOREAU DE JUSTO, ALICIA AV. 1140",1,AVENIDA,-58.366044105525,-34.611610795144,SD,SD,False,
16574,1,SAN ISIDRO LABRADOR AV. y CORREA,12,AVENIDA,-58.473405022321,-34.544218905165,SD,SD,False,
16575,1,FAMATINA y ATUEL,4,CALLE,-58.406749867276,-34.645729775668,PEATON,TRANSPORTE_PUBLICO,False,
16576,1,"FIGUEROA ALCORTA, PRES. AV. y CASTILLA, RAMON, MARISCAL",14,AVENIDA,-58.400219590679,-34.579647810194,MOTO,AUTO,False,
16577,1,"FIGUEROA ALCORTA, PRES. AV. y SAN MARTIN DE TOURS",14,AVENIDA,-58.403440588193,-34.577624042036,AUTO,AUTO,False,
16578,1,RIVADAVIA AV. y PUAN,6,AVENIDA,-58.448648646121,-34.623528267903,SD,SD,False,
16579,1,"CAFFARENA, AGUSTIN R. y DON PEDRO DE MENDOZA AV.",4,AVENIDA,-58.355980083748,-34.628651500189,SD,SD,False,
16580,5,ALMAFUERTE AV. y CASEROS AV.,5,AVENIDA,-58.411628060482,-34.63815758016,SD,SD,True,
16581,1,RIVADAVIA AV. 5000,6,AVENIDA,-58.436319837822,-34.618443005294,SD,SD,False,
16582,1,"LOZANO, PEDRO y VIRGILIO",10,CALLE,-58.521202909426,-34.618822462084,SD,SD,False,
16583,2,"IRIARTE, GRAL. AV. 2894",4,AVENIDA,-58.387201778068,-34.651038976366,MOTO,OBJETO FIJO,False,
16584,1,"27 DE FEBRERO AV. y PAZ, GRAL. AV.",8,AVENIDA,-58.462449526216,-34.705249717475,SD,SD,False,
16585,2,"LUGONES y RIVERA, PEDRO I., DR.",12,CALLE,-58.481661346272,-34.568686033736,MOTO,MOTO,False,
16586,1,SD,8,CALLE,-58.48314,-34.68631,SD,SD,False,2020-10-17 10:45:00
16587,1,"MAGALDI, AGUSTIN y ZEPITA",4,CALLE,-58.391682996013,-34.658367928539,SD,SD,False,
16588,1,SAN JUAN AV. y COLOMBRES,5,AVENIDA,-58.417683764297,-34.625662755647,SD,SD,False,
16589,1,"MONTES DE OCA, MANUEL AV. y QUINQUELA MARTIN, BENITO",4,AVENIDA,-58.373654728863,-34.643642175361,SD,SD,False,
16590,2,DOBLAS 580,6,CALLE,-58.430270149869,-34.623683796842,SD,SD,False,
16591,1,VALLE 1454,6,CALLE,-58.448088038446,-34.626778846782,SD,SD,False,
16592,1,"ALBERDI, JUAN BAUTISTA AV. y BONORINO, ESTEBAN, CNEL. AV.",7,AVENIDA,-58.458762050368,-34.630347519401,SD,SD,False,
16593,5,"ALCORTA, AMANCIO AV. 2850",4,AVENIDA,-58.401109460997,-34.645317573536,SD,SD,False,
16594,1,SD,8,CALLE,-58.46733,-34.681786,SD,SD,False,2020-10-17 19:50:00
16595,2,"CASTAÃ‘ARES AV. y LEGUIZAMON, MARTINIANO",8,AVENIDA,-58.481205166985,-34.674015535794,SD,SD,False,
16596,1,CORDOBA AV. y BULNES,14,AVENIDA,-58.41726525549,-34.597825109942,SD,SD,False,
16597,2,VELEZ SARSFIELD AV. 1947,4,AVENIDA,-58.388636658827,-34.65861911812,SD,SD,False,
16598,1,AVELLANEDA AV. y NAZCA AV.,7,AVENIDA,-58.471575513433,-34.626368617856,SD,SD,False,
16599,1,CAMPANA y MOSCONI GENERAL AV.,12,AVENIDA,-58.507502745204,-34.58949804437,SD,SD,False,
16600,1,CERRITO y SANTA FE AV.,1,AVENIDA,-58.382721213907,-34.595465813461,SD,SD,False,
16601,1,RIVADAVIA AV. 11444,9,AVENIDA,-58.525650949633,-34.639271699206,MOTO,AUTO,False,
16602,2,MORENO y MISIONES,3,CALLE,-58.404221051416,-34.613395491229,SD,SD,False,
16603,1,"HORNOS, GRAL. y CASEROS AV.",1,AVENIDA,-58.379048034074,-34.62933201649,SD,SD,False,
16604,3,"SIMBRON y PAZ, MARCOS",11,CALLE,-58.512665600576,-34.609168412898,SD,SD,True,
16605,1,"SAENZ PEÃ‘A, LUIS, PRES. y ESTADOS UNIDOS",1,CALLE,-58.387422382362,-34.618786760768,SD,SD,False,
16606,1,"9 DE JULIO AV. y YRIGOYEN, HIPOLITO",1,AVENIDA,-58.38150347611,-34.60965604932,SD,SD,False,
16607,5,"DIAZ COLODRERO y RIVERA, PEDRO I., DR.",12,CALLE,-58.487340596817,-34.571503203606,SD,SD,False,
16608,1,BONPLAND y DORREGO AV.,SD,AVENIDA,-58.456703254994665,-34.598172004308,MOTO,OBJETO FIJO,False,2020-10-18 09:20:00
16609,1,SD,SD,AVENIDA,-58.42606591317234,-34.62484080501,MOTO,OBJETO FIJO,False,2020-10-18 10:06:00
16610,1,"IRIARTE, GRAL. AV. y LUNA",4,AVENIDA,-58.39542857135,-34.651509605712,MOTO,AUTO,False,
16611,1,"VIRGILIO y JUSTO, JUAN B. AV.",10,CALLE,-58.502406650795,-34.63279495139,SD,SD,False,
16612,1,EL MIRASOL y PALMAR,9,CALLE,-58.525059988152,-34.643704485854,SD,SD,False,
16613,1,"SAN JUAN AV. y BOCAYUVA, QUINTINO",5,AVENIDA,-58.421517326396,-34.626228853648,SD,SD,False,
16614,1,SAN ISIDRO LABRADOR AV. y ARIAS,12,AVENIDA,-58.47422142048,-34.542599639673,SD,SD,False,
16615,1,SD,8,AVENIDA,-58.48314,-34.68631,SD,SD,False,2020-10-19 10:00:00
16616,2,"ESCALADA AV. y BATLLE Y ORDOÃ‘EZ, JOSE P.T.",8,AVENIDA,-58.464152954621,-34.669644648483,SD,SD,False,
16617,1,RIVADAVIA AV. 11350,9,AVENIDA,-58.524376978416,-34.639168267341,AUTO,AUTO,False,
16618,1,"ALCORTA, AMANCIO AV. y SUAREZ",4,AVENIDA,-58.401746638524,-34.645785240692,SD,SD,False,
16619,1,BILLINGHURST 471,5,CALLE,-58.41556111726,-34.604427881535,SD,SD,False,
16620,1,"MITRE, BARTOLOME y MEDRANO AV.",5,AVENIDA,-58.421308021631,-34.609801041458,SD,SD,False,
16621,1,RONDEAU y CASTRO,5,CALLE,-58.4191130177,-34.637221076408,SD,SD,False,
16622,1,VALLE 1454,6,CALLE,-58.448088038446,-34.626778846782,SD,SD,False,
16623,1,"ECHEANDIA y PAZ, GRAL. AV.",8,AVENIDA,-58.497128504651,-34.677391955864,SD,SD,False,
16624,1,CORRIENTES AV. 345,1,AVENIDA,-58.371733292538,-34.602917334502,SD,SD,False,
16625,1,"BALBIN, RICARDO, DR. AV. y DONADO",12,AVENIDA,-58.488723190161,-34.554967073728,SD,SD,False,
16626,1,DE LOS CONSTITUYENTES AV. 5587,12,AVENIDA,-58.501302446799,-34.574571184472,MOTO,AUTO,False,
16627,1,"PAZ, GRAL. AV. 1430",12,AUTOPISTA,-58.478673931759,-34.540984104527,SD,SD,False,
16628,2,"ZAVALETA e IRIARTE, GRAL. AV.",4,CALLE,-58.400567676566,-34.651070805528,SD,SD,False,
16629,1,ESTADO DE ISRAEL AV. y ESTADO DE PALESTINA,15,AVENIDA,-58.42495609534,-34.597851290507,MOTO,AUTO,False,
16630,1,"BROWN, ALTE. AV. y OLAVARRIA",4,AVENIDA,-58.358395013684,-34.636145292776,PEATON,AUTO,False,
16631,3,"VELEZ SARSFIELD AV. y CRUZ, OSVALDO AV.",4,AVENIDA,-58.388656583654,-34.655623632519,SD,SD,False,
16632,1,"JUSTO, JUAN B. AV. y MEDANOS",11,AVENIDA,-58.465881061003,-34.61022592245,MOTO,AUTO,False,
16633,1,ARRIBEÃ‘OS y QUESADA,13,CALLE,-58.456364020571,-34.55073900242,SD,SD,True,
16634,1,OLIDEN y TONELERO,9,CALLE,-58.516505617255,-34.643115696251,SD,SD,False,
16635,1,SD,SD,CALLE,-58.482898245469,-34.624986382968004,MOTO,AUTO,False,2020-10-19 14:29:00
16636,1,"FIGUEROA, D. APOLINARIO, CORONEL y SAN MARTIN AV.",15,CALLE,-58.449290873683,-34.606857069685,MOTO,AUTO,False,
16637,1,"PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,AUTOPISTA,-58.518399307019,-34.662524884133,MOTO,AUTO,False,
16638,3,"BARROS PAZOS, JOSE y MURGUIONDO",8,CALLE,-58.471443113095,-34.680268849941,SD,SD,False,
16639,3,CASEROS AV. y ALBERTI,4,AVENIDA,-58.397435114162,-34.635648112322,SD,SD,False,
16640,1,"MORON y ARTIGAS, JOSE GERVASIO, GRAL.",7,CALLE,-58.46707755973,-34.622470626145,SD,SD,False,
16641,1,"CAMPOS, LUIS M. AV. 813",14,AVENIDA,-58.436513727188,-34.569088387255,MOTO,AUTO,False,
16642,2,"DE LA TORRE, LISANDRO AV. 2343",9,AVENIDA,-58.501174291656,-34.661983848174,SD,SD,False,
16643,2,BAIGORRIA y BERMUDEZ,10,CALLE,-58.513044877304,-34.616731176198,SD,SD,False,
16644,1,JUFRE y MALABIA,15,CALLE,-58.43317291216,-34.594788405615,MOTO,AUTO,False,
16645,1,DIRECTORIO AV. 2500,7,AVENIDA,-58.462035962715,-34.634080877126,SD,SD,False,
16646,1,CORDOBA AV. 3987,14,AVENIDA,-58.423154932608,-34.597551122805,AUTO,MOTO,False,
16647,2,NAZCA AV. y SANTO TOME,11,AVENIDA,-58.4870338643,-34.604785183286,SD,SD,False,
16648,1,DEL LIBERTADOR AV. y UGARTECHE,14,AVENIDA,-58.409958442474,-34.577239592311,AUTO,AUTO,False,
16649,2,VIAMONTE y PASTEUR,3,CALLE,-58.39981040905,-34.60111549643,SD,SD,False,
16650,1,BOYACA AV. y BACACAY,7,AVENIDA,-58.458142863786,-34.624586022846,SD,SD,False,
16651,3,"LEGUIZAMON, MARTINIANO 4347",8,CALLE,-58.475028805125,-34.679035269632,SD,SD,False,
16652,1,"PAZ, GRAL. AV. y MORAN, PEDRO",10,AUTOPISTA,-58.529886910113,-34.614359313101,SD,SD,False,
16653,1,"PAZ, GRAL. AV. 15300",8,AUTOPISTA,-58.489287851412,-34.683124612001,SD,SD,False,
16654,1,"JUSTO, JUAN B. AV. y CARRASCO AV.",10,AVENIDA,-58.494852422579,-34.629534457407,SD,SD,False,
16655,3,"PAZ, GRAL. AV. 5400",12,AUTOPISTA,-58.512492294473,-34.577890973999,SD,SD,True,
16656,1,"PERON, EVA AV. y DE LA TORRE, LISANDRO AV.",9,AVENIDA,-58.49360722666,-34.667960525134,CICLISTA,CAMION,True,
16657,4,VELEZ SARSFIELD AV. 170,4,AVENIDA,-58.389974744303,-34.636168469015,SD,SD,False,
16658,1,"PERON, EVA AV. y SAN JUAN BAUTISTA DE LA SALLE AV.",9,AVENIDA,-58.475510095252,-34.654900300306,SD,SD,False,
16659,1,GASCON 1173,14,CALLE,-58.422996267985,-34.596760686426,MOTO,PEATON,False,
16660,1,"BEIRO, FRANCISCO AV. 3049",15,AVENIDA,-58.496417817133,-34.596125701827,MOTO,AUTO,False,
16661,1,"PERON, JUAN DOMINGO, TTE. GENERAL y BOULOGNE SUR MER",3,CALLE,-58.407693730934,-34.607837399787,SD,SD,False,
16662,1,MUÃ‘IZ y SAN JUAN AV.,5,AVENIDA,-58.425563226182,-34.626823770569,PEATON,AUTO,False,
16663,1,DIRECTORIO AV. y CRAIG,6,AVENIDA,-58.434764537233,-34.628157200261,SD,SD,False,
16664,1,SUIPACHA 1156,1,CALLE,-58.380181952552,-34.594642233509,SD,SD,False,
16665,1,"ALSINA, ADOLFO y JUJUY AV.",3,AVENIDA,-58.405569844133,-34.612420560635,SD,SD,False,
16666,1,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,AVENIDA,-58.467398254764,-34.651177578013,SD,SD,False,
16667,1,"SASTRE, MARCOS y LLAVALLOL",11,CALLE,-58.493942046508,-34.606852476854,MOTO,AUTO,False,
16668,1,CORRIENTES AV. 4258,5,AVENIDA,-58.425005110828,-34.602954122995,SD,SD,False,
16669,5,SD,SD,CALLE,-58.45335366402067,-34.61500798243067,SD,SD,False,2020-10-22 01:50:00
16670,1,SD,SD,AVENIDA,-58.48170221721334,-34.627061841866336,SD,SD,False,2020-10-22 05:20:00
16671,1,RIVADAVIA AV. y ALBARIÃ‘O,10,AVENIDA,-58.510050770406,-34.639115701302,SD,SD,False,
16672,1,LAVARDEN y PATAGONES,4,CALLE,-58.401851919104,-34.637638886782,SD,SD,False,
16673,1,ARTILLEROS 2081,13,CALLE,-58.444069535051,-34.554822197053,SD,SD,False,
16674,1,VEDIA 3068,12,CALLE,-58.48224531507,-34.542561413797,SD,SD,False,
16675,4,"LEGUIZAMON, MARTINIANO 4347",8,CALLE,-58.475028805125,-34.679035269632,SD,SD,False,
16676,1,"PERON, EVA AV. y OLIDEN",9,AVENIDA,-58.490075851674,-34.664398589028,MOTO,PEATON,False,
16677,1,CORDOBA AV. 3121,2,AVENIDA,-58.410642635653,-34.597892369233,MOTO,PEATON,False,
16678,1,"ALVAREZ JONTE y BUFANO, ALFREDO R.",11,CALLE,-58.47620160467,-34.606650217008,SD,SD,False,
16679,1,"ALVAREZ, DONATO, TTE. GRAL. AV. y WARNES AV.",15,AVENIDA,-58.468094217898,-34.596300012689,MOTO,AUTO,False,
16680,1,LOYOLA y DARWIN,15,CALLE,-58.440671771778,-34.590461714663,PEATON,MOTO,False,
16681,1,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,AVENIDA,-58.467398254764,-34.651177578013,SD,SD,False,
16682,1,"BEIRO, FRANCISCO AV. 5275",11,AVENIDA,-58.524818819472,-34.613578340644,SD,SD,False,
16683,1,RAMALLO y VUELTA DE OBLIGADO,13,CALLE,-58.471451792165,-34.542418020435,SD,SD,True,
16684,1,RIVADAVIA AV. y MISIONES,3,AVENIDA,-58.404577073625,-34.610041463133,SD,SD,False,
16685,1,RIVADAVIA AV. y ROJAS,6,AVENIDA,-58.441463766674,-34.620515326524,SD,SD,False,
16686,2,MOSCONI GENERAL AV. y NAZCA,12,AVENIDA,-58.502186874288,-34.586284868298,SD,SD,True,
16687,1,"CIUDAD DE LA PAZ y NEWBERY, JORGE",13,CALLE,-58.442421871163,-34.573798338491,SD,SD,False,
16688,1,"MOREAU DE JUSTO, ALICIA AV. y VERA PEÃ‘ALOZA,  ROSARIO",1,AVENIDA,-58.365747008631,-34.618062260158,SD,SD,False,
16689,2,MONROE y TRIUNVIRATO AV.,12,CALLE,-58.48638492026,-34.574319256358,PEATON,AUTO,False,
16690,1,"VILLAFLOR, AZUCENA 100",1,AVENIDA,-58.365631818493,-34.611914092536,SD,SD,False,
16691,1,"ALSINA, ADOLFO y 9 DE JULIO AV.",1,AVENIDA,-58.381446963752,-34.610798754294,SD,SD,False,
16692,1,"CABRERA, JOSE A. 3446",2,CALLE,-58.414829114772,-34.596924145958,MOTO,AUTO,False,
16693,1,"UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,AVENIDA,-58.452125234329,-34.546285130327,SD,SD,False,
16694,1,RIVADAVIA AV. 3802,5,AVENIDA,-58.419694632153,-34.611304637594,SD,SD,False,
16695,5,SAN PEDRITO y 27 DE FEBRERO AV.,8,AVENIDA,-58.431528361616,-34.669357671349,SD,SD,False,
16696,1,"JUSTO, JUAN B. AV. 4345",11,AVENIDA,-58.462223170413,-34.606813110066,SD,SD,True,
16697,1,SD,SD,CALLE,-58.4681407727315,-34.611452747471,MOTO,AUTO,False,2020-10-23 19:15:00
16698,1,"JUSTO, JUAN B. AV. y CONDARCO",11,AVENIDA,-58.47405837505,-34.616092384876,SD,SD,False,
16699,1,VUELTA DE OBLIGADO y NUÃ‘EZ,13,CALLE,-58.466471305232,-34.549185388865,MOTO,PEATON,False,
16700,1,SD,9,AVENIDA,-58.524542,-34.637062,SD,SD,False,2020-10-24 03:15:00
16701,1,COMBATE DE LOS POZOS y BELGRANO AV.,3,CALLE,-58.393235405767,-34.613930176763,SD,SD,False,
16702,1,CHILE y SANTIAGO DEL ESTERO,1,CALLE,-58.384400983612,-34.61663974727,SD,SD,False,
16703,1,CORDOBA AV. y SERRANO,15,AVENIDA,-58.434364853669,-34.591448356789,TRANSPORTE_PUBLICO,TRANSPORTE_PUBLICO,False,
16704,1,SD,SD,CALLE,-58.450658168801,-34.57096800839,SD,SD,False,2020-10-24 12:00:00
16705,1,CABILDO AV. y AZURDUY JUANA,13,AVENIDA,-58.466951483933,-34.550487659991,SD,SD,False,
16706,2,MILLER y MONROE,12,CALLE,-58.480902989913,-34.571139364741,MOTO,AUTO,False,
16707,2,"PAZ, GRAL. AV. y ZAPIOLA",12,AUTOPISTA,-58.480985943801,-34.540731307118,MOTO,PEATON,False,
16708,1,"ZUVIRIA y MORENO, PERITO AV.",7,CALLE,-58.464518413154,-34.649919462703,SD,SD,False,
16709,2,SD,8,CALLE,-58.48314,-34.68631,SD,SD,False,2020-10-24 19:20:00
16710,1,ARAOZ y CORDOBA AV.,15,CALLE,-58.429170905568,-34.594854888276,PEATON,AUTO,False,
16711,1,"PAZ, GRAL. AV. 2600",SD,AVENIDA,-58.4177091972505,-34.607703040926,AUTO,OBJETO FIJO,False,2020-10-24 01:49:00
16712,1,ESTADOS UNIDOS y DEAN FUNES,3,CALLE,-58.406247488933,-34.620551193576,SD,SD,False,
16713,1,"MITRE, BARTOLOME y YATAY",5,CALLE,-58.428916043968,-34.610716604399,SD,SD,False,
16714,1,ZABALA 2451,13,CALLE,-58.449747461199,-34.568441076777,SD,SD,False,
16715,1,ALCARAZ 5585,10,CALLE,-58.513396626892,-34.627393307171,SD,SD,False,
16716,2,URUGUAY y PARAGUAY,2,CALLE,-58.386962844899,-34.598280556732,SD,SD,False,
16717,1,"LACROZE, FEDERICO AV. 3694",15,AVENIDA,-58.451974771942,-34.582489200582,PEATON,AUTO,False,
16718,1,"ALVAREZ, DONATO, TTE. GRAL. y RIVADAVIA AV.",7,AVENIDA,-58.45403182855,-34.625630017027,SD,SD,False,
16719,1,ESCALADA AV. y ECHEANDIA,9,AVENIDA,-58.477042401429,-34.659249459662,SD,SD,False,
16720,1,ESTADOS UNIDOS y RINCON,3,CALLE,-58.395928300929,-34.619561834631,SD,SD,False,
16721,1,INDEPENDENCIA AV. y DEAN FUNES,3,AVENIDA,-58.406389831455,-34.619432021193,SD,SD,False,
16722,3,VELEZ SARSFIELD AV. 170,4,AVENIDA,-58.389974744303,-34.636168469015,SD,SD,False,
16723,1,"ITAQUI y BONORINO, ESTEBAN, CNEL. AV.",4,CALLE,-58.433083974876,-34.65409871186,MOTO,PEATON,False,
16724,1,CORRIENTES AV. 5483,15,AVENIDA,-58.441314695277,-34.597265381611,PEATON,AUTO,False,
16725,2,COSQUIN 2429,9,CALLE,-58.503750562314,-34.663769962392,SD,SD,False,
16726,1,"ITAQUI y BONORINO, ESTEBAN, CNEL. AV.",4,CALLE,-58.433083974876,-34.65409871186,SD,SD,False,
16727,2,"PAZ, GRAL. AV. y MISTRAL, GABRIELA",11,AUTOPISTA,-58.523504372698,-34.600719831607,SD,SD,False,
16728,1,"PERON, JUAN DOMINGO, TTE. GENERAL 524",1,CALLE,-58.374030614127,-34.605821912707,SD,SD,False,
16729,1,"DIRECTORIO AV. y LARRAÃ‘AGA, DAMASO",9,AVENIDA,-58.486622145843,-34.64707651293,MOTO,AUTO,False,
16730,1,DE LOS CONSTITUYENTES AV. y NUÃ‘EZ,12,AVENIDA,-58.507878970705,-34.570708189512,MOTO,TRANSPORTE_PUBLICO,False,
16731,1,GODOY CRUZ y SOLER,14,CALLE,-58.429406255957,-34.5833956009,SD,SD,False,
16732,1,"NEWBERY, JORGE AV. y GUZMAN",15,AVENIDA,-58.451806231102,-34.589677835259,PEATON,SD,False,
16733,1,"GARAY, JUAN DE AV. y CASTRO",5,AVENIDA,-58.419189021832,-34.63174259975,MOTO,AUTO,False,
16734,1,ALLENDE y SIMBRON,11,CALLE,-58.515165690227,-34.610773454149,SD,SD,False,
16735,3,INDEPENDENCIA AV. y LIMA,1,AVENIDA,-58.381514880155,-34.617660112719,SD,SD,False,
16736,1,SAN MARTIN AV. 2710,11,AVENIDA,-58.463936103519,-34.603286751827,SD,SD,False,
16737,2,"PAZ, GRAL. AV. y PERON, EVA AV.",9,AUTOPISTA,-58.502517906284,-34.674503135662,MOTO,AUTO,False,
16738,1,QUILMES 456,4,CALLE,-58.417158004096,-34.644793109684,SD,SD,False,
16739,1,"CORRIENTES AV. y NEWBERY, JORGE AV.",15,AVENIDA,-58.450768435285,-34.588690532901,PEATON,TRANSPORTE_PUBLICO,False,
16740,3,"PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,AUTOPISTA,-58.500738109269,-34.5497951022,SD,SD,False,
16741,1,"CALLAO AV. y MITRE, BARTOLOME",3,AVENIDA,-58.392036822337,-34.607985670074,SD,SD,False,
16742,1,"BUFANO, ALFREDO R. 1800",11,CALLE,-58.472901795494,-34.611236684555,SD,SD,False,
16743,1,TUCUMAN y SAN MARTIN,1,CALLE,-58.37399775623,-34.600960741578,SD,SD,False,
