ID,N_VICTIMAS,LUGAR_DEL_HECHO,COMUNA,TIPO_DE_CALLE,LONGITUD,LATITUD,VICTIMA,ACUSADO,FATAL,FECHA_Y_HORA
2114,1,"CHIVILCOY AV. Y VARELA, JOSE PEDRO 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 11B",11,AVENIDA,-58.50758,-34.604624,AUTO,PEATON,False,2019-01-06 03:20:00
2115,1,"AGUERO Y BERUTI 0, BARRIO: RECOLETA  , JURISDICCIÓN COMISARIA:  VECINAL 2A",2,CALLE,-58.405356,-34.590326,MOTO,CAMION,False,2019-01-06 07:00:00
2116,1,"ESMERALDA Y LAVALLE 0, BARRIO: SAN NICOLAS  , JURISDICCIÓN COMISARIA:  VECINAL 1D",1,AVENIDA,-58.378123,-34.602378,AUTO,PEATON,False,2019-01-06 08:40:00
2117,2,"IRIGOYEN, BERNARDO DE Y SAN JUAN AV. 0, BARRIO: CONSTITUCION  , JURISDICCIÓN COMISARIA:  VECINAL 1C",1,AVENIDA,-58.380012,-34.622135,MOTO,PEATON,False,2019-01-06 12:30:00
2118,1,"CORDOBA AV. Y GALLO 0, BARRIO: RECOLETA  , JURISDICCIÓN COMISARIA:  VECINAL 2B",2,AVENIDA,-58.411924,-34.598002,MOTO,PEATON,False,2019-01-06 18:08:00
2119,1,"ALBERDI, JUAN BAUTISTA AV. Y CHIRIMAY 0, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 6B",6,AVENIDA,-58.447447,-34.625172,MOTO,PEATON,False,2019-01-06 18:11:00
2120,1,"PUEYRREDON, HONORIO, DR. AV. Y FIGUEROA, D. APOLINARIO, CORONEL 0, BARRIO: VILLA CRESPO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,CALLE,-58.447169,-34.605403,TRANSPORTE_PUBLICO,PEATON,False,2019-01-06 19:25:00
2121,1,"MANSILLA, LUCIO NORBERTO, GENERAL 4070, BARRIO: PALERMO  , JURISDICCIÓN COMISARIA:  VECINAL 14A",14,CALLE,-58.419283,-34.587575,MOTO,PEATON,False,2019-01-06 20:53:00
2122,2,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV. 0, BARRIO: SAAVEDRA  , JURISDICCIÓN COMISARIA:  VECINAL 12A",12,CALLE,-58.493326,-34.54837,MOTO,PEATON,False,2019-01-06 21:30:00
2123,2,SD,SD,AVENIDA,-58.4824505,-34.587368999999995,AUTO,PEATON,False,2019-01-06 22:20:00
2124,1,"AVELLANEDA AV. Y NAZCA AV. 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,AVENIDA,-58.471575,-34.626368,CICLISTA,PEATON,False,2019-01-07 20:56:00
2125,1,"LOPE DE VEGA AV. Y ASUNCION 0, BARRIO: VILLA REAL  , JURISDICCIÓN COMISARIA:  VECINAL 11B",11,CALLE,-58.528155,-34.611798,CICLISTA,PEATON,False,2019-01-07 12:00:00
2126,1,"SAN JUAN AV. Y CASTRO BARROS 0, BARRIO: BOEDO  , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,CALLE,-58.418829,-34.62583,SD,SD,False,2019-01-07 01:06:00
2127,1,"BARCO CENTENERA DEL Y DIRECTORIO AV. 0, BARRIO: PARQUE CHACABUCO  , JURISDICCIÓN COMISARIA:  VECINAL 6B",6,AVENIDA,-58.43953,-34.628853,SD,SD,False,2019-01-07 01:00:00
2128,1,SD,SD,AVENIDA,-58.462327333333334,-34.63793166666667,PEATON,SD,False,2019-01-07 03:50:00
2129,1,"11 DE SEPTIEMBRE DE 1888 Y BESARES 0, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 13B",13,CALLE,-58.485124666666664,-34.647010333333334,PEATON,SD,False,2019-01-07 09:02:00
2130,1,"DE LA TORRE, LISANDRO Y ALBERDI, JUAN BAUTISTA AV. 0, BARRIO: MATADEROS  , JURISDICCIÓN COMISARIA:  VECINAL 9A",9,AVENIDA,-58.507922,-34.656089,TRANSPORTE_PUBLICO,PEATON,False,2019-01-07 07:20:00
2131,1,"MEXICO 2086, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3B",3,AVENIDA,-58.3958,-34.616021,MOTO,PEATON,False,2019-01-07 10:17:00
2132,2,"INDEPENDENCIA AV. 2208, BARRIO: SAN CRISTOBAL  , JURISDICCIÓN COMISARIA:  VECINAL 3B",3,AVENIDA,-58.397691,-34.618555,MOTO,PEATON,False,2019-01-07 08:55:00
2133,1,"LARRALDE, CRISOLOGO AV. 2936, BARRIO:   , JURISDICCIÓN COMISARIA:",13,AVENIDA,-58.472974,-34.551674,MOTO,PEATON,False,2019-01-07 09:50:00
2134,1,"SANTIAGO DEL ESTERO 306, BARRIO: MONSERRAT  , JURISDICCIÓN COMISARIA:  VECINAL 1B",1,CALLE,-58.384719,-34.612323,MOTO,PEATON,False,2019-01-07 12:53:00
2135,1,"PAZ, GRAL. AV. 11000, BARRIO: LINIERS  , JURISDICCIÓN COMISARIA:  VECINAL 9B",9,AVENIDA,-58.52877,-34.64373,SD,SD,False,2019-01-07 13:24:00
2136,1,"LIMA Y CONSTITUCION 0, BARRIO: CONSTITUCION  , JURISDICCIÓN COMISARIA:  VECINAL 1C",1,CALLE,-58.380897,-34.624645,TRANSPORTE_PUBLICO,PEATON,False,2019-01-07 13:20:00
2137,1,"BOEDO AV. Y LAS CASAS 0, BARRIO: BOEDO  , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,CALLE,-58.41618,-34.635318,MOTO,PEATON,False,2019-01-07 14:57:00
2138,1,"ARIAS Y TRONADOR 0, BARRIO: SAAVEDRA  , JURISDICCIÓN COMISARIA:  VECINAL 12A",12,AUTOPISTA,-58.48935,-34.549178,MOTO,PEATON,False,2019-01-07 13:20:00
2139,1,"DIRECTORIO AV. 7481, BARRIO: MATADEROS  , JURISDICCIÓN COMISARIA:  VECINAL 9A",9,CALLE,-58.511016,-34.666649,MOTO,PEATON,False,2019-01-07 15:12:00
2140,1,"CALVO, CARLOS Y 9 DE JULIO AV. 0, BARRIO: CONSTITUCION  , JURISDICCIÓN COMISARIA:  VECINAL 1C",1,AVENIDA,-58.380622,-34.619758,MOTO,PEATON,False,2019-01-07 16:13:00
2141,1,"OBLIGADO RAFAEL, AV.COSTANERA 4600, BARRIO: PALERMO  , JURISDICCIÓN COMISARIA:  VECINAL 14C",14,AVENIDA,-58.415573,-34.555241,SD,SD,False,2019-01-07 16:11:00
2142,1,"JUSTO, JUAN B. AV. Y NAZCA AV. 0, BARRIO: VILLA SANTA RITA  , JURISDICCIÓN COMISARIA:  VECINAL 11A",11,CALLE,-58.476096,-34.618101,SD,SD,False,2019-01-07 18:05:00
2143,1,"COMISARIA:  VECINAL 7C. CALLE Y ALTURA:  BONIFACIO, JOSE 2948 PISO:  DPTO:  BARRIO: FLORES",7,CALLE,-58.468682,-34.634692,AUTO,SD,False,2019-01-07 17:01:00
2144,1,"SAN JUAN AV. 2219, BARRIO: SAN CRISTOBAL  , JURISDICCIÓN COMISARIA:  VECINAL 3B",3,AVENIDA,-58.39669,-34.623003,SD,SD,False,2019-01-07 18:35:00
2145,1,"CABILDO AV. Y PAZ, GRAL. AV. 0, BARRIO: SAAVEDRA  , JURISDICCIÓN COMISARIA:  VECINAL 12A",12,AVENIDA,-58.475488,-34.539371,PEATON,SD,False,2019-01-07 18:35:00
2146,2,"INDEPENDENCIA AV. 3660, BARRIO: BOEDO  , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,CALLE,-58.417434,-34.621129,SD,SD,False,2019-01-07 18:00:00
2147,1,"CALLAO AV. Y VIAMONTE 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,AVENIDA,-58.392772,-34.600806,SD,SD,False,2019-01-07 19:42:00
2148,1,"ALCARAZ Y LOPE DE VEGA AV. 0, BARRIO: VILLA LURO  , JURISDICCIÓN COMISARIA:  VECINAL 10A",10,CALLE,-58.510559,-34.625114,SD,SD,False,2019-01-07 19:52:00
2149,4,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1308, BARRIO: RETIRO DÁRSENA CENTRAL , JURISDICCIÓN COMISARIA:  VECINAL 1A",1,AVENIDA,-58.374439,-34.591666,TRANSPORTE_PUBLICO,PEATON,False,2019-01-07 19:35:00
2150,2,"MELIAN AV. Y PICO 0, BARRIO: SAAVEDRA  , JURISDICCIÓN COMISARIA:  VECINAL 12A",12,CALLE,-58.486934,-34.545749,SD,SD,False,2019-01-07 21:55:00
2151,1,"ENTRE RIOS AV. Y RIVADAVIA AV. 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,AVENIDA,-58.391962,-34.609233,SD,SD,False,2019-01-07 18:00:00
2152,1,"BOLIVAR 491, BARRIO: MONSERRAT  , JURISDICCIÓN COMISARIA:  VECINAL 1E",1,AVENIDA,-58.3733,-34.613613,CICLISTA,CAMION,False,2019-01-08 23:00:00
2153,1,"TUCUMAN Y BILLINGHURST 0, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,AVENIDA,-58.414935,-34.599599,CICLISTA,PEATON,False,2019-01-08 09:15:00
2154,1,"MAZA 2282, BARRIO: BOEDO VÍA PÚBLICA , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,CALLE,-58.41322,-34.638077,CICLISTA,TRANSPORTE_PUBLICO,False,2019-01-08 10:00:00
2155,1,"BATALLA DEL PARI Y CUCHA CUCHA 0, BARRIO: VILLA CRESPO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,CALLE,-58.456416,-34.602389,CICLISTA,PEATON,False,2019-01-08 10:00:00
2156,1,"TUCUMAN 2902, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,AVENIDA,-58.407091,-34.601586,SD,SD,False,2019-01-08 01:15:00
2157,1,"CORDOBA AV. Y JAURES, JEAN 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 2B",2,AVENIDA,-58.406632,-34.598045,SD,SD,False,2019-01-08 02:33:00
2158,1,"24 DE NOVIEMBRE Y ALSINA, ADOLFO 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,AVENIDA,-58.411466,-34.613036,MOTO,PEATON,False,2019-01-08 09:16:00
2159,1,"MEXICO 2070, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3B",3,AUTOPISTA,-58.395595,-34.61614,MOTO,PEATON,False,2019-01-08 08:30:00
2160,1,"LA PAMPA Y LUGONES, LEOPOLDO AV. 0, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 13A",13,CALLE,-58.432336,-34.551859,SD,SD,False,2019-01-08 11:03:00
2161,1,"LARRALDE, CRISOLOGO AV. Y MOLDES 0, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 13B",13,AVENIDA,-58.471008,-34.550526,MOTO,PEATON,False,2019-01-08 09:28:00
2162,1,"BERMUDEZ Y DIAZ, CESAR, GRAL. 0, BARRIO: VELEZ SARSFIELD  , JURISDICCIÓN COMISARIA:  VECINAL 10A",10,CALLE,-58.49821,-34.628067,SD,SD,False,2019-01-08 10:30:00
2163,1,"TUCUMAN Y BOULOGNE SUR MER 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,CALLE,-58.405934,-34.601726,SD,SD,False,2019-01-08 11:37:00
2164,2,"HONDURAS Y SCALABRINI ORTIZ, RAUL AV. 0, BARRIO: PALERMO  , JURISDICCIÓN COMISARIA:  VECINAL 14A",14,AVENIDA,-58.425894,-34.59153,SD,SD,False,2019-01-08 08:30:00
2165,1,"BELGRANO AV. Y MAZA 0, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5B",5,AUTOPISTA,-58.415783,-34.61562,SD,SD,False,2019-01-08 10:52:00
2166,1,"ALBERDI, JUAN BAUTISTA AV. Y PERGAMINO 0, BARRIO: FLORESTA  , JURISDICCIÓN COMISARIA:  VECINAL 10C",10,CALLE,-58.473352,-34.634862,MOTO,PEATON,False,2019-01-08 17:30:00
2167,1,"DEL LIBERTADOR AV. Y SUIPACHA 0, BARRIO: RETIRO  , JURISDICCIÓN COMISARIA:  VECINAL 1A",1,AVENIDA,-58.379401,-34.590102,SD,SD,False,2019-01-08 13:53:00
2168,1,"ARTIGAS, JOSE GERVASIO, GRAL. Y VALLESE, FELIPE 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,CALLE,-58.467516,-34.621471,MOTO,PEATON,False,2019-01-08 14:34:00
2169,1,"CAÑADA DE GOMEZ Y BATLLE Y ORDOÑEZ, JOSE P.T. 0, BARRIO: VILLA LUGANO  , JURISDICCIÓN COMISARIA:  VECINAL 8A",8,AUTOPISTA,-58.478558,-34.682602,SD,SD,False,2019-01-08 12:40:00
2170,1,"RIVADAVIA AV. Y PEDERNERA 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,AVENIDA,-58.464112,-34.62925,PEATON,TRANSPORTE_PUBLICO,False,2019-01-08 13:45:00
2171,1,"MARTINEZ CASTRO Y FERNANDEZ DE LA CRUZ, F., GRAL. AV. 0, BARRIO: VILLA SOLDATI  , JURISDICCIÓN COMISARIA:  VECINAL 8B",8,CALLE,-58.447442,-34.663275,SD,SD,False,2019-01-08 15:30:00
2172,1,"BULNES Y GUARDIA VIEJA 0, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,CALLE,-58.417799,-34.600958,SD,SD,False,2019-01-08 17:10:00
2173,1,"DE LOS CONSTITUYENTES AV. Y MOSCU 0, BARRIO: AGRONOMIA  , JURISDICCIÓN COMISARIA:  VECINAL 15C",15,CALLE,-58.48365,-34.589491,SD,SD,False,2019-01-08 15:05:00
2174,1,"OLIDEN 2832, BARRIO: VILLA LUGANO  , JURISDICCIÓN COMISARIA:  VECINAL 8A",8,CALLE,-58.489656,-34.664678,SD,SD,False,2019-01-08 14:00:00
2175,1,"YRIGOYEN, HIPOLITO Y COMBATE DE LOS POZOS 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 3A",3,CALLE,-58.393345,-34.610431,SD,SD,False,2019-01-08 17:17:00
2176,1,"PINO, VIRREY DEL 1798, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 13A",13,CALLE,-58.445941,-34.562848,SD,SD,False,2019-01-08 18:54:00
2177,1,"ELCANO AV. 4351, BARRIO: CHACARITA  , JURISDICCIÓN COMISARIA:  VECINAL 15A",15,AVENIDA,-58.462294,-34.586605,SD,SD,False,2019-01-08 18:20:00
2178,1,"ESCALADA AV. Y CASTAÑARES AV. 0, BARRIO: VILLA SOLDATI  , JURISDICCIÓN COMISARIA:  VECINAL 8B",8,CALLE,-58.469389,-34.664989,MOTO,PEATON,False,2019-01-08 19:00:00
2179,1,"MEDRANO AV. 904, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,CALLE,-58.42049,-34.599377,SD,SD,False,2019-01-08 21:58:00
2180,1,"ESTADO DE ISRAEL AV. Y PRINGLES 0, BARRIO: VILLA CRESPO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,CALLE,-58.426443,-34.597899,CICLISTA,PEATON,False,2019-01-09 21:15:00
2181,2,"BELGRANO AV. Y CEVALLOS, VIRREY 0, BARRIO: MONSERRAT  , JURISDICCIÓN COMISARIA:  VECINAL 1B",1,CALLE,-58.388958,-34.613636,SD,SD,False,2019-01-09 04:15:00
2182,1,"FALCON, RAMON L.,CNEL. Y DOLORES 0, BARRIO: FLORESTA  , JURISDICCIÓN COMISARIA:  VECINAL 10C",10,AVENIDA,-58.476163,-34.63392,SD,SD,False,2019-01-09 07:30:00
2183,1,"PAZ, GRAL. AV. Y NAZARRE 0, BARRIO: VILLA REAL  , JURISDICCIÓN COMISARIA:  VECINAL 10B",10,AVENIDA,-58.529911,-34.625715,MOTO,PEATON,False,2019-01-09 08:43:00
2184,4,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y PORTELA 0, BARRIO: VILLA SOLDATI  , JURISDICCIÓN COMISARIA:  VECINAL 8B",8,CALLE,-58.444532,-34.660967,SD,SD,False,2019-01-09 11:25:00
2185,1,"PAZ, GRAL. AV. E IBARROLA, BARRIO: LINIERS  , JURISDICCIÓN COMISARIA:  VECINAL 9B",9,AVENIDA,-58.529846,-34.641786,MOTO,PEATON,False,2019-01-09 11:00:00
2186,1,SD,SD,CALLE,-58.4816925,-34.6437005,SD,SD,False,2019-01-09 11:55:00
2187,1,"RIESTRA AV. Y MOM 0, BARRIO: PARQUE CHACABUCO  , JURISDICCIÓN COMISARIA:  VECINAL 7B",7,AVENIDA,-58.433539,-34.645615,AUTO,PEATON,False,2019-01-09 13:18:00
2188,1,"CONDE 781, BARRIO: COLEGIALES  , JURISDICCIÓN COMISARIA:  VECINAL 13C",13,AVENIDA,-58.450308,-34.577489,SD,SD,False,2019-01-09 10:49:00
2189,2,"27 DE FEBRERO AV. Y ESCALADA AV. 0, BARRIO:   , JURISDICCIÓN COMISARIA:",8,AUTOPISTA,-58.44433,-34.684771,SD,SD,False,2019-01-09 12:40:00
2190,1,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV. 0, BARRIO: VILLA LUGANO  , JURISDICCIÓN COMISARIA:  VECINAL 8B",8,CALLE,-58.472026,-34.663153,SD,SD,False,2019-01-09 13:59:00
2191,1,"ALVAREZ THOMAS AV. Y ESTOMBA 0, BARRIO: VILLA ORTUZAR  , JURISDICCIÓN COMISARIA:  VECINAL 15C",15,AVENIDA,-58.464645,-34.578709,SD,SD,False,2019-01-09 14:30:00
2192,1,"SAENZ AV. 966, BARRIO: NUEVA POMPEYA  , JURISDICCIÓN COMISARIA:  VECINAL 4B",4,AVENIDA,-58.416247,-34.651565,SD,SD,False,2019-01-09 17:51:00
2193,1,"DE LA ROSA, JOSE I., DR. Y LARRAYA 0, BARRIO: VILLA LUGANO  , JURISDICCIÓN COMISARIA:  VECINAL 8A",8,AVENIDA,-58.486537,-34.663263,SD,SD,False,2019-01-09 17:45:00
2194,1,"GORRITI 4351, BARRIO: PALERMO  , JURISDICCIÓN COMISARIA:  VECINAL 14A",14,AVENIDA,-58.424784,-34.593775,SD,SD,False,2019-01-09 18:40:00
2195,1,"MEDRANO AV. 550, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,AVENIDA,-58.421124,-34.604067,SD,SD,False,2019-01-09 16:50:00
2196,1,"CASTAÑARES AV. Y MORENO, JOSE MARIA AV. 0, BARRIO: PARQUE CHACABUCO  , JURISDICCIÓN COMISARIA:  VECINAL 7B",7,AVENIDA,-58.432741,-34.634017,SD,SD,False,2019-01-09 20:01:00
2197,1,"ANDONAEGUI Y BLANCO ENCALADA 0, BARRIO: VILLA URQUIZA  , JURISDICCIÓN COMISARIA:  VECINAL 12C",12,CALLE,-58.489134,-34.577172,SD,SD,False,2019-01-09 19:15:00
2198,1,"PERON, JUAN DOMINGO, TTE. GENERAL 4190, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,CALLE,-58.425922,-34.606005,SD,SD,False,2019-01-09 19:00:00
2199,1,"DE LOS INCAS AV. Y FOREST AV. 0, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 15C",15,CALLE,-58.463357,-34.575009,MOTO,PEATON,False,2019-01-09 23:05:00
2200,1,"FIGUEROA ALCORTA, PRES. AV. 3800, BARRIO: PALERMO  , JURISDICCIÓN COMISARIA:  VECINAL 14C",14,AVENIDA,-58.407267,-34.574885,SD,SD,False,2019-01-09 19:10:00
2201,1,"PAZ, GRAL. AV. Y FALCON, RAMON L.,CNEL. 0, BARRIO: LINIERS  , JURISDICCIÓN COMISARIA:  VECINAL 9B",9,CALLE,-58.529939,-34.640558,SD,SD,False,2019-01-09 06:30:00
2202,1,"ROFFO, ANGEL H., DR. Y PAZ, GRAL. AV. 0, BARRIO: LINIERS  , JURISDICCIÓN COMISARIA:  VECINAL 9B",9,AVENIDA,-58.529089,-34.638866,SD,SD,False,2019-01-09 15:15:00
2203,1,"PERON, EVA AV. 4392, BARRIO: PARQUE AVELLANEDA  , JURISDICCIÓN COMISARIA:  VECINAL 9C",9,AVENIDA,-58.473861,-34.653491,SD,SD,False,2019-01-10 00:45:00
2204,1,"SAN JUAN AV. Y ALBERTI 0, BARRIO: SAN CRISTOBAL  , JURISDICCIÓN COMISARIA:  VECINAL 3B",3,AVENIDA,-58.400427,-34.623561,SD,SD,False,2019-01-10 08:10:00
2205,1,"RODRIGUEZ PEÑA 1052, BARRIO:   , JURISDICCIÓN COMISARIA:",2,CALLE,-58.391945,-34.596423,SD,SD,False,2019-01-10 14:48:00
2206,1,"PINO, VIRREY DEL Y ARRIBEÑOS 0, BARRIO: BELGRANO  , JURISDICCIÓN COMISARIA:  VECINAL 13A",13,CALLE,-58.446208,-34.562943,SD,SD,False,2019-01-10 14:47:00
2207,1,"9 DE JULIO AV. Y SANTA FE AV. 0, BARRIO: RETIRO  , JURISDICCIÓN COMISARIA:  VECINAL 1A",1,AVENIDA,-58.38198,-34.595402,AUTO,SD,False,2019-01-10 11:00:00
2208,1,"IRIARTE, GRAL. AV. Y MAGALDI, AGUSTIN 0, BARRIO: BARRACAS  , JURISDICCIÓN COMISARIA:  VECINAL 4D",4,AVENIDA,-58.392246,-34.651352,AUTO,PEATON,False,2019-01-10 15:51:00
2209,1,"SAN MARTIN AV. Y MORAN, PEDRO 0, BARRIO: AGRONOMIA  , JURISDICCIÓN COMISARIA:  VECINAL 15C",15,AVENIDA,-58.500707,-34.595503,SD,SD,False,2019-01-10 13:15:00
2210,1,"CORDOBA AV. Y RIOBAMBA 0, BARRIO:   , JURISDICCIÓN COMISARIA:",2,AVENIDA,-58.394403,-34.599673,SD,SD,False,2019-01-10 16:43:00
2211,1,"AGUERO Y CABRERA, JOSE A. 0, BARRIO: RECOLETA  , JURISDICCIÓN COMISARIA:  VECINAL 2B",2,AVENIDA,-58.410235,-34.596947,SD,SD,False,2019-01-10 19:02:00
2212,1,"SIMBRON Y SANABRIA 0, BARRIO: VILLA DEVOTO  , JURISDICCIÓN COMISARIA:  VECINAL 11B",11,AVENIDA,-58.509727,-34.607279,SD,SD,False,2019-01-10 17:45:00
2213,1,"PAZ, GRAL. AV. Y BRAGADO 0, BARRIO: MATADEROS  , JURISDICCIÓN COMISARIA:  VECINAL 9A",9,AVENIDA,-58.515191,-34.663764,MOTO,PEATON,False,2019-01-10 19:10:00
2214,1,"SANTA FE AV. Y RODRIGUEZ PEÑA 0, BARRIO: RECOLETA  , JURISDICCIÓN COMISARIA:  VECINAL 2B",2,AVENIDA,-58.391962,-34.595838,SD,SD,False,2019-01-10 22:05:00
2215,1,"CERRITO Y JUNCAL 0, BARRIO: RETIRO  , JURISDICCIÓN COMISARIA:  VECINAL 1A",1,AVENIDA,-58.382844,-34.592833,PEATON,MOTO,False,2019-01-10 18:15:00
2216,1,"ALCARAZ Y CERVANTES 0, BARRIO: MONTE CASTRO  , JURISDICCIÓN COMISARIA:  VECINAL 10A",10,CALLE,-58.508054,-34.622709,SD,SD,False,2019-01-10 22:00:00
2217,1,"MEMBRILLAR Y BONIFACIO, JOSE 0, BARRIO: FLORES  , JURISDICCIÓN COMISARIA:  VECINAL 7C",7,AVENIDA,-58.459544,-34.63189,CICLISTA,PEATON,False,2019-01-11 11:20:00
2218,1,"RAWSON DE DELLEPIANE, ELVIRA AV. 150, BARRIO: PUERTO MADERO  , JURISDICCIÓN COMISARIA:  VECINAL 1E",1,CALLE,-58.362549,-34.624288,CICLISTA,CAMION,False,2019-01-11 14:27:00
2219,1,"11 DE SEPTIEMBRE DE 1888 Y RAMALLO 0, BARRIO: NUÑEZ  , JURISDICCIÓN COMISARIA:  VECINAL 13B",13,AVENIDA,-58.465848,-34.539578,CICLISTA,PEATON,False,2019-01-11 20:18:00
2220,1,"TRES ARROYOS E HIDALGO, BARRIO: VILLA CRESPO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,AVENIDA,-58.446667,-34.60107,CICLISTA,PEATON,False,2019-01-11 19:33:00
2221,3,"LOPEZ, VICENTE 2233, BARRIO: RECOLETA  , JURISDICCIÓN COMISARIA:  VECINAL 2A",2,CALLE,-58.395531,-34.587417,SD,SD,False,2019-01-11 00:35:00
2222,1,"JUSTO, JUAN B. AV. Y FRAGUEIRO 0, BARRIO: LINIERS  , JURISDICCIÓN COMISARIA:  VECINAL 10B",10,CALLE,-58.524295,-34.634469,SD,SD,False,2019-01-11 01:07:00
2223,1,"SAN MARTIN AV. Y BEIRO, FRANCISCO AV. 0, BARRIO: AGRONOMIA  , JURISDICCIÓN COMISARIA:  VECINAL 15C",15,AVENIDA,-58.496893,-34.596645,MOTO,PEATON,False,2019-01-11 09:05:00
2224,2,"DIRECTORIO AV. Y PERGAMINO 0, BARRIO: PARQUE AVELLANEDA  , JURISDICCIÓN COMISARIA:  VECINAL 10C",10,CALLE,-58.472416,-34.636985,MOTO,PEATON,False,2019-01-11 08:50:00
2225,1,"JUSTO, JUAN B. AV. Y MERCEDES 0, BARRIO: FLORESTA  , JURISDICCIÓN COMISARIA:  VECINAL 10A",10,AVENIDA,-58.487251,-34.625617,SD,SD,False,2019-01-11 08:00:00
2226,1,"PAZ, GRAL. AV. 11498, BARRIO: LINIERS  , JURISDICCIÓN COMISARIA:  VECINAL 9B",9,CALLE,-58.528858,-34.650136,SD,SD,False,2019-01-11 09:10:00
2227,1,"CORDOBA AV. Y RIOBAMBA 0, BARRIO: BALVANERA  , JURISDICCIÓN COMISARIA:  VECINAL 2B",2,AVENIDA,-58.394403,-34.599673,AUTO,PEATON,False,2019-01-11 08:40:00
2228,1,"SAN MARTIN AV. Y GALICIA 0, BARRIO: CABALLITO  , JURISDICCIÓN COMISARIA:  VECINAL 15B",15,AVENIDA,-58.452017,-34.606166,SD,SD,False,2019-01-11 11:46:00
2229,1,SD,SD,CALLE,-58.437212,-34.609120000000004,SD,SD,False,2019-01-11 12:10:00
2230,1,"YAPEYU Y RIVADAVIA AV. 0, BARRIO: ALMAGRO  , JURISDICCIÓN COMISARIA:  VECINAL 5A",5,CALLE,-58.422407,-34.612074,MOTO,PEATON,False,2019-01-11 12:12:00
2231,1,"CABELLO 3700, BARRIO: PALERMO  , JURISDICCIÓN COMISARIA:  VECINAL 14A",14,AVENIDA,-58.411737,-34.580471,SD,SD,False,2019-01-11 12:21:00
2232,1,"INDEPENDENCIA AV. Y COMBATE DE LOS POZOS 0, BARRIO: SAN CRISTOBAL  , JURISDICCIÓN COMISARIA:  VECINAL 3B",3,AVENIDA,-58.393205,-34.618232,PEATON,TRANSPORTE_PUBLICO,False,2019-01-11 12:27:00
2233,1,"OLIVERA AV. Y TANDIL 0, BARRIO: PARQUE AVELLANEDA  , JURISDICCIÓN COMISARIA:  VECINAL 9C",9,AVENIDA,-58.484193,-34.646736,SD,SD,False,2019-01-11 13:20:00
2234,1,"HOLMBERG 949, BARRIO: VILLA ORTUZAR  , JURISDICCIÓN COMISARIA:  VECINAL 15C",15,AVENIDA,-58.46846,-34.583143,SD,SD,False,2019-01-11 13:44:00
2235,1,"GUAMINI Y FERNANDEZ DE LA CRUZ, F., GRAL. AV. 0, BARRIO:   , JURISDICCIÓN COMISARIA:",8,CALLE,-58.4761,-34.688255,SD,SD,False,2019-01-11 13:40:00
